log_id,camera_id,detected_at,object_class,confidence,bbox_x,bbox_y,bbox_width,bbox_height
1351,2,2024-06-04 23:41:00,vehicle,0.849,1331,212,258,161
1352,3,2024-06-02 09:19:00,person,0.714,748,773,183,26
1353,4,2024-06-06 23:22:00,person,0.565,245,563,263,72
1354,2,2024-06-01 20:01:00,vehicle,0.722,1126,712,275,297
1355,2,2024-06-06 04:53:00,person,0.848,1167,309,229,251
1356,2,2024-06-03 02:47:00,person,0.821,1626,899,48,158
1357,2,2024-06-05 05:30:00,vehicle,0.695,1390,339,173,170
1358,2,2024-06-04 00:28:00,person,0.919,706,851,275,120
1359,2,2024-06-03 17:25:00,person,0.892,1060,388,73,205
1360,2,2024-06-03 21:55:00,person,0.956,1289,295,179,94
1361,2,2024-06-05 04:28:00,vehicle,0.99,1110,391,130,131
1362,3,2024-06-07 08:08:00,vehicle,0.867,1682,623,277,239
1363,1,2024-06-06 11:24:00,vehicle,0.867,69,573,84,201
1364,2,2024-06-04 08:41:00,vehicle,0.753,1373,89,100,240
1365,2,2024-06-06 06:47:00,vehicle,0.881,1078,67,194,88
1366,2,2024-06-04 12:45:00,vehicle,0.721,849,147,227,65
1367,1,2024-06-07 16:54:00,vehicle,0.69,1290,796,267,175
1368,3,2024-06-06 16:56:00,person,0.811,18,125,172,148
1369,1,2024-06-02 00:46:00,person,0.828,1576,458,237,273
1370,3,2024-06-04 20:00:00,person,0.491,331,461,77,166
1371,1,2024-06-06 07:07:00,person,0.707,1247,285,38,58
1372,1,2024-06-03 08:18:00,person,0.788,19,152,253,152
1373,2,2024-06-06 20:25:00,person,0.943,362,425,190,68
1374,2,2024-06-01 06:52:00,person,0.78,782,485,46,226
1375,2,2024-06-05 14:08:00,vehicle,0.888,1035,869,55,261
1376,3,2024-06-03 17:21:00,vehicle,0.851,804,890,213,264
1377,3,2024-06-07 13:35:00,person,0.828,403,526,246,60
1378,2,2024-06-02 22:54:00,person,0.618,711,351,63,126
1379,4,2024-06-04 10:00:00,vehicle,0.876,170,898,284,139
1380,2,2024-06-05 09:11:00,vehicle,0.755,760,983,167,224
1381,2,2024-06-02 18:02:00,person,0.712,172,400,175,79
1382,1,2024-06-04 03:26:00,person,0.893,93,32,85,184
1383,1,2024-06-06 19:38:00,person,0.712,879,427,292,214
1384,1,2024-06-02 14:18:00,vehicle,0.865,1595,209,64,272
1385,3,2024-06-04 22:54:00,vehicle,0.75,820,450,25,30
1387,3,2024-06-02 22:09:00,vehicle,0.728,1563,196,279,125
1388,2,2024-06-04 07:48:00,person,0.707,786,30,29,239
1389,4,2024-06-07 23:28:00,person,0.814,1244,277,44,42
1390,2,2024-06-07 19:03:00,unattended_bag,0.99,1475,387,193,240
1391,2,2024-06-06 21:55:00,person,0.833,937,227,92,145
1392,2,2024-06-01 01:47:00,person,0.639,1376,158,157,254
1393,1,2024-06-07 23:34:00,person,0.808,135,629,131,254
1394,3,2024-06-05 16:32:00,person,0.824,212,178,180,43
1395,1,2024-06-07 21:08:00,person,0.653,597,21,124,128
1396,4,2024-06-01 06:37:00,vehicle,0.958,1725,575,80,247
1397,3,2024-06-01 16:01:00,person,0.906,641,751,127,286
1398,4,2024-06-07 22:39:00,vehicle,0.622,184,158,227,203
1399,4,2024-06-07 14:59:00,person,0.722,600,495,147,119
1400,1,2024-06-03 22:53:00,person,0.588,1630,327,69,277
1401,1,2024-06-05 23:29:00,vehicle,0.649,1464,600,105,200
1402,4,2024-06-05 13:53:00,person,0.738,524,851,291,135
1403,3,2024-06-06 04:57:00,person,0.859,937,261,27,103
1404,3,2024-06-07 00:14:00,person,0.85,440,563,44,45
1405,2,2024-06-03 08:17:00,person,0.818,1738,932,172,115
1406,4,2024-06-03 07:37:00,person,0.857,483,261,210,227
1407,1,2024-06-07 18:41:00,person,0.99,1161,392,83,199
1408,2,2024-06-06 20:06:00,person,0.99,1676,583,124,118
1409,3,2024-06-02 17:51:00,vehicle,0.99,588,513,271,135
1410,4,2024-06-05 10:11:00,unattended_bag,0.797,206,115,71,237
1411,2,2024-06-02 22:53:00,vehicle,0.777,1176,703,240,107
1412,4,2024-06-03 17:06:00,vehicle,0.929,1302,329,141,166
1413,2,2024-06-03 09:21:00,vehicle,0.816,212,402,172,184
1415,2,2024-06-04 03:40:00,person,0.931,1522,983,78,185
1416,2,2024-06-06 20:55:00,person,0.755,358,716,137,209
1417,2,2024-06-06 20:40:00,person,0.792,1536,705,272,163
1418,3,2024-06-04 04:18:00,person,0.824,1752,414,204,78
1419,2,2024-06-04 02:50:00,person,0.841,460,867,21,23
1420,1,2024-06-02 12:34:00,vehicle,0.821,1473,274,113,251
1421,1,2024-06-06 23:02:00,vehicle,0.761,837,880,135,104
1422,4,2024-06-02 13:51:00,vehicle,0.75,1693,439,86,151
1423,4,2024-06-03 06:13:00,person,0.822,633,585,188,24
1424,3,2024-06-07 14:49:00,person,0.603,626,957,191,63
1425,2,2024-06-07 21:03:00,person,0.86,298,359,66,132
1426,2,2024-06-02 03:52:00,person,0.824,708,177,106,262
1427,2,2024-06-03 19:52:00,person,0.613,1682,327,268,273
1428,2,2024-06-04 16:53:00,person,0.824,1063,25,133,234
1429,3,2024-06-02 11:54:00,person,0.99,1408,143,153,146
1430,3,2024-06-01 15:11:00,vehicle,0.869,939,959,237,33
1431,4,2024-06-04 18:05:00,person,0.887,1354,667,93,225
1432,4,2024-06-03 08:59:00,vehicle,0.799,828,455,276,292
1433,2,2024-06-01 09:45:00,unattended_bag,0.906,873,820,53,242
1434,2,2024-06-03 09:17:00,vehicle,0.975,517,62,162,159
1435,4,2024-06-04 15:29:00,person,0.566,1580,534,280,187
1436,1,2024-06-05 00:53:00,person,0.769,1239,102,43,20
1437,2,2024-06-03 04:52:00,person,0.82,196,689,39,237
1438,3,2024-06-02 23:34:00,person,0.877,410,542,47,184
1439,3,2024-06-07 04:29:00,person,0.741,1628,733,248,264
1440,2,2024-06-03 01:04:00,vehicle,0.551,1219,477,162,42
1441,3,2024-06-02 06:21:00,person,0.89,1427,339,183,211
1442,3,2024-06-02 19:11:00,unattended_bag,0.855,357,643,26,233
1443,2,2024-06-05 06:31:00,person,0.756,127,627,237,125
1444,3,2024-06-03 18:56:00,person,0.866,1229,748,41,143
1445,3,2024-06-03 20:11:00,vehicle,0.796,815,243,197,130
1447,4,2024-06-01 01:33:00,person,0.909,406,795,187,241
1448,3,2024-06-02 23:02:00,person,0.926,764,791,68,255
1449,3,2024-06-02 08:11:00,person,0.649,807,932,20,223
1450,4,2024-06-02 21:03:00,vehicle,0.86,342,264,285,183
1451,3,2024-06-05 21:34:00,unattended_bag,0.875,237,43,211,231
1452,3,2024-06-07 15:16:00,vehicle,0.99,373,734,194,285
1453,4,2024-06-04 22:39:00,vehicle,0.922,1203,54,143,37
1454,1,2024-06-01 05:50:00,person,0.706,1655,269,94,23
1455,3,2024-06-01 10:01:00,vehicle,0.651,205,157,70,61
1456,1,2024-06-04 06:41:00,vehicle,0.895,1080,707,147,242
1457,4,2024-06-02 17:09:00,person,0.699,15,108,122,122
1458,1,2024-06-01 01:39:00,person,0.935,1007,79,293,188
1459,1,2024-06-03 03:06:00,vehicle,0.676,503,643,213,134
1460,3,2024-06-01 14:20:00,person,0.802,109,762,298,59
1461,2,2024-06-06 01:36:00,vehicle,0.761,591,667,85,180
1462,2,2024-06-07 16:14:00,person,0.825,801,628,124,178
1463,4,2024-06-06 02:01:00,unattended_bag,0.814,473,21,197,232
1464,4,2024-06-03 04:12:00,person,0.809,144,358,256,55
1465,2,2024-06-06 01:42:00,vehicle,0.99,1622,19,25,180
1466,1,2024-06-04 06:49:00,unattended_bag,0.99,1637,59,251,269
1468,2,2024-06-02 04:44:00,person,0.884,1369,23,191,110
1469,4,2024-06-03 09:02:00,vehicle,0.694,1030,257,64,42
1470,1,2024-06-05 23:12:00,unattended_bag,0.411,1125,781,136,275
1471,1,2024-06-03 00:23:00,person,0.99,1599,781,76,96
1472,4,2024-06-05 18:30:00,unattended_bag,0.74,1155,15,210,75
1473,3,2024-06-02 12:40:00,person,0.836,682,813,239,129
1474,2,2024-06-02 12:14:00,vehicle,0.768,1644,139,42,152
1475,3,2024-06-06 04:27:00,person,0.695,77,808,237,219
1476,4,2024-06-03 17:54:00,vehicle,0.616,1794,581,293,22
1477,3,2024-06-01 20:17:00,person,0.824,79,382,89,261
1478,3,2024-06-07 10:33:00,person,0.779,1010,212,91,86
1479,4,2024-06-03 17:32:00,vehicle,0.858,1634,968,203,25
1480,3,2024-06-04 18:37:00,person,0.99,635,434,280,288
1481,2,2024-06-06 17:18:00,person,0.858,413,525,173,113
1482,2,2024-06-03 20:18:00,vehicle,0.714,177,47,139,178
1484,2,2024-06-02 15:28:00,person,0.865,1018,931,230,90
1485,2,2024-06-06 05:14:00,person,0.906,327,420,280,26
1486,1,2024-06-07 04:48:00,person,0.787,883,5,268,78
1487,2,2024-06-07 22:19:00,vehicle,0.854,661,105,290,134
1488,2,2024-06-02 10:36:00,vehicle,0.893,1585,350,122,251
1489,2,2024-06-04 04:02:00,person,0.864,1044,216,142,149
1490,2,2024-06-03 02:51:00,person,0.832,923,974,55,85
1491,3,2024-06-07 17:23:00,vehicle,0.721,845,54,87,138
1492,2,2024-06-01 20:43:00,person,0.876,1154,652,216,178
1493,1,2024-06-03 16:31:00,person,0.857,616,709,88,209
1494,1,2024-06-02 18:57:00,person,0.79,496,135,103,92
1495,4,2024-06-04 23:50:00,unattended_bag,0.914,1541,404,259,100
1496,4,2024-06-03 18:42:00,vehicle,0.926,745,141,165,161
1497,3,2024-06-04 07:48:00,person,0.677,124,594,106,121
1498,1,2024-06-03 08:41:00,vehicle,0.99,733,868,60,214
1499,2,2024-06-02 23:55:00,vehicle,0.949,32,586,295,96
1500,1,2024-06-05 03:48:00,person,0.84,354,421,214,198
1501,2,2024-06-05 03:41:00,vehicle,0.857,172,190,35,97
1502,2,2024-06-07 07:02:00,person,0.825,889,538,123,124
1503,1,2024-06-02 09:56:00,vehicle,0.965,134,381,223,280
1504,2,2024-06-04 01:32:00,vehicle,0.866,676,406,292,116
1505,2,2024-06-03 01:20:00,person,0.887,405,223,34,106
1506,3,2024-06-04 22:08:00,person,0.856,269,562,20,131
1507,1,2024-06-04 23:25:00,person,0.737,1130,855,189,130
1508,1,2024-06-02 05:12:00,vehicle,0.967,780,705,62,246
1509,4,2024-06-01 20:48:00,person,0.763,1035,658,194,251
1510,3,2024-06-06 22:34:00,person,0.723,146,735,76,217
1511,3,2024-06-06 14:11:00,person,0.814,56,364,124,203
1512,2,2024-06-07 08:31:00,person,0.736,950,545,130,117
1513,2,2024-06-03 20:49:00,person,0.958,107,103,216,69
1514,3,2024-06-05 08:08:00,person,0.792,985,576,29,224
1515,1,2024-06-06 02:44:00,person,0.58,1785,523,166,223
1516,1,2024-06-07 06:52:00,person,0.701,168,264,146,243
1517,3,2024-06-05 07:01:00,person,0.767,1102,57,22,293
1518,2,2024-06-01 04:18:00,person,0.848,345,493,92,73
1519,2,2024-06-06 20:55:00,vehicle,0.974,363,715,236,280
1520,3,2024-06-03 14:20:00,vehicle,0.781,557,380,297,290
1521,2,2024-06-04 18:13:00,person,0.819,239,20,90,275
1522,1,2024-06-03 12:13:00,person,0.9,1465,510,143,153
1523,3,2024-06-01 23:59:00,person,0.801,967,417,217,59
1524,3,2024-06-06 09:13:00,person,0.819,1191,170,178,279
1525,1,2024-06-02 13:21:00,person,0.537,862,389,55,129
1526,2,2024-06-07 00:28:00,vehicle,0.875,1797,573,146,91
1527,4,2024-06-01 22:24:00,vehicle,0.99,977,879,169,195
1528,4,2024-06-05 13:39:00,person,0.878,1548,897,181,183
1529,3,2024-06-04 15:52:00,vehicle,0.787,1497,870,281,202
1530,4,2024-06-07 01:25:00,person,0.723,990,81,240,96
